Index,PDB Code,Class,Region
d1yrra2,1yrr,a/b,A:54-350
d1m7ja3,1m7j,a/b,A:62-419
d1j6oa_,1j6o,a/b,A:
d1yixa1,1yix,a/b,A:1-265
d1xwya1,1xwy,a/b,A:1-260
d1zzma1,1zzm,a/b,A:1-259
d1i0da_,1i0d,a/b,A:
d1bf6a_,1bf6,a/b,A:
d1itua_,1itu,a/b,A:
d1j5sa_,1j5s,a/b,A:
d2icsa2,2ics,a/b,A:55-321
d2ffia1,2ffi,a/b,A:10-280
d2dvta1,2dvt,a/b,A:1-325
d2hbva1,2hbv,a/b,A:3-333
d2gwga1,2gwg,a/b,A:1-342
d2f6ka1,2f6k,a/b,A:2-307
d1p1xa_,1p1x,a/b,A:
d1ub3a_,1ub3,a/b,A:
d1n7ka_,1n7k,a/b,A:
d1vcva1,1vcv,a/b,A:1-226
d1ojxa_,1ojx,a/b,A:
d1hl2a_,1hl2,a/b,A:
d1f74a_,1f74,a/b,A:
d1o5ka_,1o5k,a/b,A:
d1xxxa1,1xxx,a/b,A:5-300
d1xkya1,1xky,a/b,A:1-292
d1zaia1,1zai,a/b,A:1-363
d2a4aa1,2a4a,a/b,A:3-258
d1wbha1,1wbh,a/b,A:1-213
d1wa3a1,1wa3,a/b,A:2-203
d1vhca_,1vhc,a/b,A:
d1gqna_,1gqn,a/b,A:
d1sfla_,1sfl,a/b,A:
d1onra_,1onr,a/b,A:
d1l6wa_,1l6w,a/b,A:
d1wx0a1,1wx0,a/b,A:1-211
d1to3a_,1to3,a/b,A:
d1w3ia_,1w3i,a/b,A:
d1dosa_,1dos,a/b,A:
d1gvfa_,1gvf,a/b,A:
d1ohla_,1ohl,a/b,A:
d1gzga_,1gzg,a/b,A:
d1l6sa_,1l6s,a/b,A:
d1of8a_,1of8,a/b,A:
d1vr6a1,1vr6,a/b,A:1-338
d1pe1a_,1pe1,a/b,A:
d1nvma2,1nvm,a/b,A:2-290
d1sr9a2,1sr9,a/b,A:61-370
d1rqba2,1rqb,a/b,A:4-306
d1vlia2,1vli,a/b,A:2-296
d1xuua2,1xuu,a/b,A:2-281
d2fiqa1,2fiq,a/b,A:1-420
d2b7oa1,2b7o,a/b,A:1-462
d2akza1,2akz,a/b,A:140-433
d1ec7a1,1ec7,a/b,A:138-446
d1r6wa1,1r6w,a/b,A:100-320
d1muca1,1muc,a/b,A:131-372
d2mnra1,2mnr,a/b,A:133-359
d1jpdx1,1jpd,a/b,X:114-321
d1jpma1,1jpm,a/b,A:126-359
d1kkoa1,1kko,a/b,A:161-411
d1rvka1,1rvk,a/b,A:127-381
d1r0ma1,1r0m,a/b,A:133-375
d1tzza1,1tzz,a/b,A:1146-1392
d1yeya1,1yey,a/b,A:184-435
d2gdqa1,2gdq,a/b,A:119-374
d2gl5a1,2gl5,a/b,A:123-400
d1kbla1,1kbl,a/b,A:510-873
d1jqna_,1jqn,a/b,A:
d1s2wa_,1s2w,a/b,A:
d1muma_,1mum,a/b,A:
d1dqua_,1dqu,a/b,A:
d1f8ma_,1f8m,a/b,A:
d1dxea_,1dxe,a/b,A:
d1izca_,1izc,a/b,A:
d1sgja_,1sgj,a/b,A:
d1u5ha_,1u5h,a/b,A:
d1o66a_,1o66,a/b,A:
d1d8ca_,1d8c,a/b,A:
d5ruba1,5rub,a/b,A:138-457
d1ykwa1,1ykw,a/b,A:146-428
d1wdda1,1wdd,a/b,A:151-475
d2d69a1,2d69,a/b,A:134-424
d1qtwa_,1qtw,a/b,A:
d1xp3a1,1xp3,a/b,A:2-298
d1i60a_,1i60,a/b,A:
d2g0wa1,2g0w,a/b,A:10-284
d1k77a_,1k77,a/b,A:
d1d8wa_,1d8w,a/b,A:
d1muwa_,1muw,a/b,A:
d1a0ca_,1a0c,a/b,A:
d1tz9a_,1tz9,a/b,A:
d1yx1a1,1yx1,a/b,A:3-252
d1luca_,1luc,a/b,A:
d1lucb_,1luc,a/b,B:
d1nfpa_,1nfp,a/b,A:
d1ezwa_,1ezw,a/b,A:
d1rhca_,1rhc,a/b,A:
d1nqka_,1nqk,a/b,A:
d1tvla_,1tvl,a/b,A:
d1qpoa1,1qpo,a/b,A:117-285
d1o4ua1,1o4u,a/b,A:104-273
d2f7fa1,2f7f,a/b,A:141-485
d1ytda1,1ytd,a/b,A:120-389
d1vlpa2,1vlp,a/b,A:150-415
d1ybea1,1ybe,a/b,A:168-433
d1yira1,1yir,a/b,A:145-399
d1djxa3,1djx,a/b,A:299-625
d2ptda_,2ptd,a/b,A:
d2plca_,2plc,a/b,A:
d1o1za_,1o1z,a/b,A:
d1ydya1,1ydy,a/b,A:29-356
d1vd6a1,1vd6,a/b,A:8-224
d1zcca1,1zcc,a/b,A:1-240
d7reqa1,7req,a/b,A:4-560
d7reqb1,7req,a/b,B:16-475
d1ccwb_,1ccw,a/b,B:
d1eexa_,1eex,a/b,A:
d1xrsa_,1xrs,a/b,A:
d1r5ya_,1r5y,a/b,A:
d1iq8a1,1iq8,a/b,A:6-360
d1eyea_,1eye,a/b,A:
d1tx2a_,1tx2,a/b,A:
d1f6ya_,1f6y,a/b,A:
d1q7za1,1q7z,a/b,A:301-559
d1r3sa_,1r3s,a/b,A:
d1j93a_,1j93,a/b,A:
d1u1ja1,1u1j,a/b,A:2-395
d1u1ja2,1u1j,a/b,A:396-760
d1b5ta_,1b5t,a/b,A:
d1v93a_,1v93,a/b,A:
d1tj1a2,1tj1,a/b,A:262-610
d1ntha_,1nth,a/b,A:
d1lt8a_,1lt8,a/b,A:
d1q7za2,1q7z,a/b,A:1-300
d1qwga_,1qwg,a/b,A:
d1r30a_,1r30,a/b,A:
d1olta_,1olt,a/b,A:
d1tv8a_,1tv8,a/b,A:
d1vkfa_,1vkf,a/b,A:
d1twda_,1twd,a/b,A:
d1xm3a_,1xm3,a/b,A:
d1vpqa_,1vpq,a/b,A:
d1vpya_,1vpy,a/b,A:
d2basa1,2bas,a/b,A:2-262
d2jhfa2,2jhf,a/b,A:164-339
d1jvba2,1jvb,a/b,A:144-313
d1h2ba2,1h2b,a/b,A:155-326
d1rjwa2,1rjw,a/b,A:138-305
d1vj0a2,1vj0,a/b,A:156-337
d1o89a2,1o89,a/b,A:116-292
d1uufa2,1uuf,a/b,A:145-312
d1f8fa2,1f8f,a/b,A:163-336
d1jqba2,1jqb,a/b,A:1140-1313
d1pl7a2,1pl7,a/b,A:146-316
d1kola2,1kol,a/b,A:161-355
d1qora2,1qor,a/b,A:113-291
d1iz0a2,1iz0,a/b,A:99-269
d1yb5a2,1yb5,a/b,A:121-294
d1pqwa_,1pqw,a/b,A:
d1gu7a2,1gu7,a/b,A:161-349
d1q1na2,1q1n,a/b,A:153-320
d1v3ua2,1v3u,a/b,A:113-294
d1ek6a_,1ek6,a/b,A:
d1gy8a_,1gy8,a/b,A:
d1r6da_,1r6d,a/b,A:
d1kbza_,1kbz,a/b,A:
d1e6ua_,1e6u,a/b,A:
d1db3a_,1db3,a/b,A:
d1eq2a_,1eq2,a/b,A:
d1wvga1,1wvg,a/b,A:4-358
d1orra_,1orr,a/b,A:
d1qyca_,1qyc,a/b,A:
d1i24a_,1i24,a/b,A:
d1xgka_,1xgk,a/b,A:
d1cyda_,1cyd,a/b,A:
d1oaaa_,1oaa,a/b,A:
d1e7wa_,1e7w,a/b,A:
d1ooea_,1ooe,a/b,A:
d1jtva_,1jtv,a/b,A:
d1fmca_,1fmc,a/b,A:
d1hdca_,1hdc,a/b,A:
d1fjha_,1fjh,a/b,A:
d1hxha_,1hxh,a/b,A:
d1zk4a1,1zk4,a/b,A:1-251
d1bdba_,1bdb,a/b,A:
d1sbya1,1sby,a/b,A:1-254
d1geea_,1gee,a/b,A:
d1k2wa_,1k2w,a/b,A:
d1gega_,1geg,a/b,A:
d1iy8a_,1iy8,a/b,A:
d1h5qa_,1h5q,a/b,A:
d1gz6a_,1gz6,a/b,A:
d1o5ia_,1o5i,a/b,A:
d1w4za_,1w4z,a/b,A:
d1uzma1,1uzm,a/b,A:9-245
d2c07a1,2c07,a/b,A:54-304
d1enpa_,1enp,a/b,A:
d2h7ma1,2h7m,a/b,A:2-269
d1ulua_,1ulu,a/b,A:
d2q45a1,2q45,a/b,A:7-265
d1ja9a_,1ja9,a/b,A:
d1hdoa_,1hdo,a/b,A:
d2o23a1,2o23,a/b,A:6-253
d1wmaa1,1wma,a/b,A:2-276
d1zmta1,1zmt,a/b,A:2-253
d1spxa_,1spx,a/b,A:
d1sb8a_,1sb8,a/b,A:
d1vl0a_,1vl0,a/b,A:
d1vl8a_,1vl8,a/b,A:
d1snya_,1sny,a/b,A:
d1xg5a_,1xg5,a/b,A:
d1y1pa1,1y1p,a/b,A:2-343
d2q46a1,2q46,a/b,A:2-253
d2blla1,2bll,a/b,A:316-657
d1w6ua_,1w6u,a/b,A:
d1xu9a_,1xu9,a/b,A:
d1yb1a_,1yb1,a/b,A:
d2b69a1,2b69,a/b,A:4-315
d1zema1,1zem,a/b,A:3-262
d1yxma1,1yxm,a/b,A:7-303
d1x1ta1,1x1t,a/b,A:1-260
d2gdza1,2gdz,a/b,A:3-256
d2c5aa1,2c5a,a/b,A:13-375
d2bd0a1,2bd0,a/b,A:2-241
d2ag5a1,2ag5,a/b,A:1-245
d2d1ya1,2d1y,a/b,A:2-249
d2bgka1,2bgk,a/b,A:11-278
d2ew8a1,2ew8,a/b,A:3-249
d2bkaa1,2bka,a/b,A:5-236
d1ydea1,1yde,a/b,A:4-253
d2fr1a1,2fr1,a/b,A:1657-1915
d2fr1a2,2fr1,a/b,A:1448-1656
d2a35a1,2a35,a/b,A:4-215
d1yo6a1,1yo6,a/b,A:1-250
d1t1ra2,1t1r,a/b,A:1-125
d2naca1,2nac,a/b,A:148-335
d1qp8a1,1qp8,a/b,A:83-263
d1mx3a1,1mx3,a/b,A:126-318
d1gdha1,1gdh,a/b,A:101-291
d1sc6a1,1sc6,a/b,A:108-295
d1ygya1,1ygy,a/b,A:99-282
d1j4aa1,1j4a,a/b,A:104-300
d1saya1,1say,a/b,A:136-303
d1l7da1,1l7d,a/b,A:144-326
d1li4a1,1li4,a/b,A:190-352
d1pjqa1,1pjq,a/b,A:1-113
d1kyqa1,1kyq,a/b,A:1-150
d2cmda1,2cmd,a/b,A:1-145
d2j5ka1,2j5k,a/b,A:22-163
d1b8pa1,1b8p,a/b,A:3-158
d1uxja1,1uxj,a/b,A:2-143
d1hyha1,1hyh,a/b,A:21-166
d6ldha1,6ldh,a/b,A:1-160
d1t2da1,1t2d,a/b,A:1-150
d1ldna1,1ldn,a/b,A:15-162
d1hyea1,1hye,a/b,A:1-145
d1obba1,1obb,a/b,A:2-172
d1u8xx1,1u8x,a/b,X:3-169
d1s6ya1,1s6y,a/b,A:4-172
d1np3a2,1np3,a/b,A:1-182
d1qmga2,1qmg,a/b,A:82-307
d1pgpa2,1pgp,a/b,A:1-176
d2cvza2,2cvz,a/b,A:2-157
d1vpda2,1vpd,a/b,A:3-163
d1lj8a4,1lj8,a/b,A:1-286
d1f14a2,1f14,a/b,A:12-203
d1i36a2,1i36,a/b,A:1-152
d1dlja2,1dlj,a/b,A:1-196
d1mv8a2,1mv8,a/b,A:1-202
d1bg6a2,1bg6,a/b,A:4-187
d1m66a2,1m66,a/b,A:9-197
d1txga2,1txg,a/b,A:1-180
d1ks9a2,1ks9,a/b,A:1-167
d1jaxa_,1jax,a/b,A:
d1wdka3,1wdk,a/b,A:311-496
d2amfa2,2amf,a/b,A:1-152
d2g5ca2,2g5c,a/b,A:30-200
d2f1ka2,2f1k,a/b,A:1-165
d2b0ja2,2b0j,a/b,A:1-242
d1hrda1,1hrd,a/b,A:195-449
d1gtma1,1gtm,a/b,A:181-419
d1hwxa1,1hwx,a/b,A:209-501
d1leha1,1leh,a/b,A:135-364
d1c1da1,1c1d,a/b,A:149-349
d1a4ia1,1a4i,a/b,A:127-296
d1edza1,1edz,a/b,A:149-319
d1lu9a1,1lu9,a/b,A:98-288
d1vi2a1,1vi2,a/b,A:107-288
d1npya1,1npy,a/b,A:103-269
d1nyta1,1nyt,a/b,A:102-271
d1nvta1,1nvt,a/b,A:111-287
d1gpja2,1gpj,a/b,A:144-302
d1gz3a1,1gz3,a/b,A:280-573
d1vl6a1,1vl6,a/b,A:155-376
d1id1a_,1id1,a/b,A:
d2hmva1,2hmv,a/b,A:7-140
d1lssa_,1lss,a/b,A:
d2fy8a1,2fy8,a/b,A:116-244
d2dt5a2,2dt5,a/b,A:78-203
d1oi7a1,1oi7,a/b,A:1-121
d1iuka_,1iuk,a/b,A:
d2d59a1,2d59,a/b,A:4-142
d2csua1,2csu,a/b,A:1-129
d1y81a1,1y81,a/b,A:6-121
d1vlla_,1vll,a/b,A:
d1x7da_,1x7d,a/b,A:
d1o94a2,1o94,a/b,A:490-645
d1ps9a2,1ps9,a/b,A:466-627
d1lqta1,1lqt,a/b,A:109-324
d1h7wa3,1h7w,a/b,A:288-440
d2bcgg2,2bcg,a/b,G:400-446
d3grsa2,3grs,a/b,A:166-290
d1onfa2,1onf,a/b,A:154-270
d1feca2,1fec,a/b,A:170-286
d1h6va2,1h6v,a/b,A:171-292
d1trba2,1trb,a/b,A:119-244
d1vdca2,1vdc,a/b,A:118-243
d1m6ia2,1m6i,a/b,A:264-400
d1fl2a2,1fl2,a/b,A:326-451
d1nhpa2,1nhp,a/b,A:120-242
d1q1ra2,1q1r,a/b,A:115-247
d1lvla2,1lvl,a/b,A:151-265
d3lada2,3lad,a/b,A:159-277
d1ebda2,1ebd,a/b,A:155-271
d1ojta2,1ojt,a/b,A:276-400
d1v59a2,1v59,a/b,A:161-282
d1mo9a2,1mo9,a/b,A:193-313
d1fcda2,1fcd,a/b,A:115-255
d1w4xa2,1w4x,a/b,A:155-389
d1xhca2,1xhc,a/b,A:104-225
d2gvca2,2gvc,a/b,A:181-287
d1rp0a1,1rp0,a/b,A:7-284
d2cula1,2cul,a/b,A:2-231
d1j6ua1,1j6u,a/b,A:0-88
d1p3da1,1p3d,a/b,A:11-106
d2jfga1,2jfg,a/b,A:1-93
d1oc7a_,1oc7,a/b,A:
d1dysa_,1dys,a/b,A:
d1uoza_,1uoz,a/b,A:
d1m65a_,1m65,a/b,A:
d2anua1,2anu,a/b,A:5-233
d1v77a_,1v77,a/b,A:
d1k1xa3,1k1x,a/b,A:1-310
d1qwna3,1qwn,a/b,A:31-411
d1ufaa2,1ufa,a/b,A:1-412
d2b5dx2,2b5d,a/b,X:1-404
d2iw0a1,2iw0,a/b,A:29-248
d2c71a1,2c71,a/b,A:480-683
d2j13a1,2j13,a/b,A:1-235
d2c1ia1,2c1i,a/b,A:268-463
d2cc0a1,2cc0,a/b,A:1-192
d1v6ta_,1v6t,a/b,A:
d1z7aa1,1z7a,a/b,A:4-304
d2nlya1,2nly,a/b,A:31-254
d1h16a_,1h16,a/b,A:
d1r9da_,1r9d,a/b,A:
d1rlra2,1rlr,a/b,A:222-748
d1peqa2,1peq,a/b,A:175-699
d1l1la_,1l1l,a/b,A:
d1hk8a_,1hk8,a/b,A:
d1kbla2,1kbl,a/b,A:377-509
d1nxja_,1nxj,a/b,A:
d1r61a_,1r61,a/b,A:
d2b0aa1,2b0a,a/b,A:1-186
d1acoa1,1aco,a/b,A:529-754
d1l5ja2,1l5j,a/b,A:161-372
d1v7la_,1v7l,a/b,A:
d2b3ya1,2b3y,a/b,A:631-889
d2gp4a1,2gp4,a/b,A:419-608
d2hi6a1,2hi6,a/b,A:1-132
d1a9xb1,1a9x,a/b,B:1502-1652
d2d0oa1,2d0o,a/b,A:93-254
d1de4c2,1de4,a/b,C:190-382
d2or4a2,2or4,a/b,A:118-350
d1kida_,1kid,a/b,A:
d1q3qa2,1q3q,a/b,A:217-369
d1gmla_,1gml,a/b,A:
d2isba1,2isb,a/b,A:2-179
d1zl0a1,1zl0,a/b,A:170-307
d1ay7b_,1ay7,a/b,B:
d2cx6a1,2cx6,a/b,A:1-90
d1e8ca1,1e8c,a/b,A:3-103
d1gg4a3,1gg4,a/b,A:1-98
d1ko7a1,1ko7,a/b,A:1-129
d1knxa1,1knx,a/b,A:1-132
d1z7xw1,1z7x,a/b,W:1-460
d1io0a_,1io0,a/b,A:
d1pgva_,1pgv,a/b,A:
d2ca6a1,2ca6,a/b,A:2-345
d2astb2,2ast,a/b,B:2136-2419
d1o6va2,1o6v,a/b,A:33-416
d1h6ta2,1h6t,a/b,A:31-240
d1h6ua2,1h6u,a/b,A:36-262
d1p9ag_,1p9a,a/b,G:
d1ozna_,1ozn,a/b,A:
d1w8aa_,1w8a,a/b,A:
d1xkua_,1xku,a/b,A:
d2ifga3,2ifg,a/b,A:36-191
d1ogqa_,1ogq,a/b,A:
d1dcea3,1dce,a/b,A:444-567
d1koha1,1koh,a/b,A:201-362
d1a9na_,1a9n,a/b,A:
d1igra1,1igr,a/b,A:1-149
d1igra2,1igr,a/b,A:300-478
d1m6ba1,1m6b,a/b,A:8-165
d1yy9a2,1yy9,a/b,A:312-480
d1n8yc1,1n8y,a/b,C:1-165
d1n8yc2,1n8y,a/b,C:323-488
d1ds9a_,1ds9,a/b,A:
d1jj2k_,1jj2,a/b,K:
d2gyaj1,2gya,a/b,J:4-143
d1jj2n_,1jj2,a/b,N:
d1auaa2,1aua,a/b,A:97-299
d1r5la2,1r5l,a/b,A:91-275
d1olma3,1olm,a/b,A:76-274
d1h4xa_,1h4x,a/b,A:
d1th8b_,1th8,a/b,B:
d1vc1a_,1vc1,a/b,A:
d1yg6a1,1yg6,a/b,A:11-193
d2f6ia1,2f6i,a/b,A:177-366
d1j7xa_,1j7x,a/b,A:
d1nzya_,1nzy,a/b,A:
d1mj3a_,1mj3,a/b,A:
d1uiya_,1uiy,a/b,A:
d1dcia_,1dci,a/b,A:
d1pjha_,1pjh,a/b,A:
d1sg4a1,1sg4,a/b,A:2-250
d1q52a_,1q52,a/b,A:
d1hzda_,1hzd,a/b,A:
d1ef8a_,1ef8,a/b,A:
d1szoa_,1szo,a/b,A:
d1wdka4,1wdk,a/b,A:1-310
d1wz8a1,1wz8,a/b,A:2-264
d2fw2a1,2fw2,a/b,A:3-260
d2a7ka1,2a7k,a/b,A:1-230
d2f6qa1,2f6q,a/b,A:108-352
d1uyra1,1uyr,a/b,A:1482-1814
d1uyra2,1uyr,a/b,A:1815-2218
d1on3a1,1on3,a/b,A:8-260
d1on3a2,1on3,a/b,A:261-524
d1pixa2,1pix,a/b,A:1-287
d1pixa3,1pix,a/b,A:288-586
d2f9ya1,2f9y,a/b,A:4-319
d2f9yb1,2f9y,a/b,B:23-285
d1t15a1,1t15,a/b,A:1649-1757
d1t15a2,1t15,a/b,A:1758-1859
d1kzyc1,1kzy,a/b,C:1714-1866
d1kzyc2,1kzy,a/b,C:1867-1972
d1cdza_,1cdz,a/b,A:
d1in1a_,1in1,a/b,A:
d1l7ba_,1l7b,a/b,A:
d1wf6a_,1wf6,a/b,A:
d1di0a_,1di0,a/b,A:
d1nqua_,1nqu,a/b,A:
d1ejba_,1ejb,a/b,A:
d2hxma1,2hxm,a/b,A:82-304
d1muga_,1mug,a/b,A:
d1ui0a_,1ui0,a/b,A:
d1oe4a_,1oe4,a/b,A:
d1v7za_,1v7z,a/b,A:
d1em8b_,1em8,a/b,B:
d1g7sa3,1g7s,a/b,A:329-459
d1hrda2,1hrd,a/b,A:1-194
d1gtma2,1gtm,a/b,A:3-180
d1hwxa2,1hwx,a/b,A:1-208
d1leha2,1leh,a/b,A:1-134
d1c1da2,1c1d,a/b,A:1-148
d1a4ia2,1a4i,a/b,A:2-126
d1b0aa2,1b0a,a/b,A:2-122
d1edza2,1edz,a/b,A:3-148
d1lu9a2,1lu9,a/b,A:2-97
d1vi2a2,1vi2,a/b,A:5-106
d1npya2,1npy,a/b,A:1-102
d1nyta2,1nyt,a/b,A:1-101
d1gz3a2,1gz3,a/b,A:20-279
d1vl6a2,1vl6,a/b,A:1-154
d1t6t1_,1t6t,a/b,0.04166666667
d2fcja1,2fcj,a/b,A:1-114
d1j3aa_,1j3a,a/b,A:
d1dmga_,1dmg,a/b,A:
d1jj2c_,1jj2,a/b,C:
d2fug12,2fug,a/b,1:7-249
d1jbea_,1jbe,a/b,A:
d1u0sy_,1u0s,a/b,Y:
d1p6qa_,1p6q,a/b,A:
d1a04a2,1a04,a/b,A:5-142
d1krwa_,1krw,a/b,A:
d1dbwa_,1dbw,a/b,A:
d1qkka_,1qkk,a/b,A:
d1dz3a_,1dz3,a/b,A:
d1nata_,1nat,a/b,A:
d1a2oa1,1a2o,a/b,A:1-140
d1kgsa2,1kgs,a/b,A:2-123
d1zesa1,1zes,a/b,A:3-123
d1p2fa2,1p2f,a/b,A:1-120
d1k68a_,1k68,a/b,A:
d1k66a_,1k66,a/b,A:
d1mb3a_,1mb3,a/b,A:
d1oxkb_,1oxk,a/b,B:
d1ny5a1,1ny5,a/b,A:1-137
d1s8na_,1s8n,a/b,A:
d1w25a1,1w25,a/b,A:2-140
d1w25a2,1w25,a/b,A:141-293
d2ayza1,2ayz,a/b,A:817-949
d2b4aa1,2b4a,a/b,A:2-119
d1zgza1,1zgz,a/b,A:2-121
d1dcfa_,1dcf,a/b,A:
d1qo0d_,1qo0,a/b,D:
d1c4ka1,1c4k,a/b,A:1-107
d1r8ja2,1r8j,a/b,A:1-135
d2ayya1,2ayy,a/b,A:700-816
d1y7pa1,1y7p,a/b,A:79-217
d1fyxa_,1fyx,a/b,A:
d1eiwa_,1eiw,a/b,A:
d1oi7a2,1oi7,a/b,A:122-288
d1eucb1,1euc,a/b,B:246-393
d2csua2,2csu,a/b,A:130-290
d2csua3,2csu,a/b,A:291-453
d1f4pa_,1f4p,a/b,A:
d1oboa_,1obo,a/b,A:
d5nula_,5nul,a/b,A:
d1bvyf_,1bvy,a/b,F:
d1e5da1,1e5d,a/b,A:251-402
d1vmea1,1vme,a/b,A:251-398
d1b1ca_,1b1c,a/b,A:
d1tlla2,1tll,a/b,A:750-951
d1ykga1,1ykg,a/b,A:63-208
d1sg0a1,1sg0,a/b,A:1-230
d1t5ba_,1t5b,a/b,A:
d1sqsa_,1sqs,a/b,A:
d1rlia_,1rli,a/b,A:
d1nni1_,1nni,a/b,0.04166666667
d1t0ia_,1t0i,a/b,A:
d1rtta_,1rtt,a/b,A:
d2fzva1,2fzv,a/b,A:1-233
d1rlja_,1rlj,a/b,A:
d1ydga_,1ydg,a/b,A:
d2a5la1,2a5l,a/b,A:3-198
d2arka1,2ark,a/b,A:1-184
d1bmta2,1bmt,a/b,A:741-896
d1ccwa_,1ccw,a/b,A:
d7reqa2,7req,a/b,A:561-728
d7reqb2,7req,a/b,B:476-638
d1xrsb1,1xrs,a/b,B:102-261
d1qcza_,1qcz,a/b,A:
d1esda_,1esd,a/b,A:
d1es9a_,1es9,a/b,A:
d1k7ca_,1k7c,a/b,A:
d1jrla_,1jrl,a/b,A:
d1yzfa1,1yzf,a/b,A:1-195
d1z8ha1,1z8h,a/b,A:5-205
d2apja1,2apj,a/b,A:17-260
d1zmba1,1zmb,a/b,A:1-282
d1x38a2,1x38,a/b,A:389-602
d1h05a_,1h05,a/b,A:
d2c4va1,2c4v,a/b,A:1-158
d1f8ya_,1f8y,a/b,A:
d2f62a1,2f62,a/b,A:9-160
d1s2da_,1s2d,a/b,A:
d1t1ja_,1t1j,a/b,A:
d1r12a_,1r12,a/b,A:
d1isia_,1isi,a/b,A:
d1j5eb_,1j5e,a/b,B:
d1vi6a_,1vi6,a/b,A:
d1f2va_,1f2v,a/b,A:
d1ou0a_,1ou0,a/b,A:
d1gpma2,1gpm,a/b,A:3-207
d1a9xb2,1a9x,a/b,B:1653-1880
d1qdlb_,1qdl,a/b,B:
d1i7qb_,1i7q,a/b,B:
d1k9vf_,1k9v,a/b,F:
d1ka9h_,1ka9,a/b,H:
d1ox6a2,1ox6,a/b,A:-3-229
d1l9xa_,1l9x,a/b,A:
d1o1ya_,1o1y,a/b,A:
d2nv0a1,2nv0,a/b,A:1-195
d1vcoa1,1vco,a/b,A:298-547
d1t3ta2,1t3t,a/b,A:1034-1295
d1wl8a1,1wl8,a/b,A:1-188
d2abwa1,2abw,a/b,A:2-219
d1kwga3,1kwg,a/b,A:394-590
d1g2ia_,1g2i,a/b,A:
d1p5fa_,1p5f,a/b,A:
d1vhqa_,1vhq,a/b,A:
d1n57a_,1n57,a/b,A:
d1qvza_,1qvz,a/b,A:
d1u9ca_,1u9c,a/b,A:
d2fexa1,2fex,a/b,A:1-188
d1p80a1,1p80,a/b,A:598-753
d1sy7a1,1sy7,a/b,A:553-736
d1fyea_,1fye,a/b,A:
d1t0ba_,1t0b,a/b,A:
d1zl0a2,1zl0,a/b,A:3-169
d2ghra1,2ghr,a/b,A:17-297
d1a9xa2,1a9x,a/b,A:936-1073
d1b93b_,1b93,a/b,B:
d1wo8a1,1wo8,a/b,A:1-126
d1pkxa1,1pkx,a/b,A:3-200
d1zcza1,1zcz,a/b,A:1-157
d2bmwa2,2bmw,a/b,A:142-303
d1fdra2,1fdr,a/b,A:101-248
d1a8pa2,1a8p,a/b,A:101-258
d1qfja2,1qfj,a/b,A:98-232
d1umka2,1umk,a/b,A:154-300
d2piaa2,2pia,a/b,A:104-223
d1krha2,1krh,a/b,A:206-338
d1tvca2,1tvc,a/b,A:111-251
d1ep3b2,1ep3,a/b,B:103-262
d1ddga2,1ddg,a/b,A:447-599
d1cqxa3,1cqx,a/b,A:262-403
d1gvha3,1gvh,a/b,A:254-396
d1jila_,1jil,a/b,A:
d1h3fa1,1h3f,a/b,A:5-347
d1j1ua_,1j1u,a/b,A:
d1n3la_,1n3l,a/b,A:
d1i6la_,1i6l,a/b,A:
d1r6ta2,1r6t,a/b,A:82-467
d1gtra2,1gtr,a/b,A:8-338
d1j09a2,1j09,a/b,A:1-305
d1nzja_,1nzj,a/b,A:
d1irxa2,1irx,a/b,A:3-319
d2d5ba2,2d5b,a/b,A:1-348
d1u0bb2,1u0b,a/b,B:1-315
d1f7ua2,1f7u,a/b,A:136-483
d1iq0a2,1iq0,a/b,A:97-466
d1coza_,1coz,a/b,A:
d1od6a_,1od6,a/b,A:
d1nupa_,1nup,a/b,A:
d1f9aa_,1f9a,a/b,A:
d1kama_,1kam,a/b,A:
d1k4ka_,1k4k,a/b,A:
d1lw7a1,1lw7,a/b,A:57-219
d1mrza2,1mrz,a/b,A:2-158
d2a84a1,2a84,a/b,A:3-288
d1g8fa2,1g8f,a/b,A:169-389
d1jhda2,1jhd,a/b,A:174-396
d1x6va2,1x6v,a/b,A:390-624
d1gpma1,1gpm,a/b,A:208-404
d1kqpa_,1kqp,a/b,A:
d1xnga1,1xng,a/b,A:3-257
d1ct9a1,1ct9,a/b,A:193-516
d1jgta1,1jgt,a/b,A:210-508
d1q15a1,1q15,a/b,A:206-501
d1k92a1,1k92,a/b,A:1-188
d1vl2a1,1vl2,a/b,A:2-169
d2d13a1,2d13,a/b,A:2-227
d1ni5a1,1ni5,a/b,A:0-226
d1wy5a1,1wy5,a/b,A:1-216
d1sura_,1sur,a/b,A:
d1zuna1,1zun,a/b,A:1-211
d1efva1,1efv,a/b,A:20-207
d1efpa1,1efp,a/b,A:2-184
d1o97d1,1o97,a/b,D:1-192
d1efvb_,1efv,a/b,B:
d1o97c_,1o97,a/b,C:
d1mjha_,1mjh,a/b,A:
d1jmva_,1jmv,a/b,A:
d1q77a_,1q77,a/b,A:
d1tq8a_,1tq8,a/b,A:
d1wjga_,1wjg,a/b,A:
d2gm3a1,2gm3,a/b,A:5-175
d2c5sa1,2c5s,a/b,A:174-391
d1vbka1,1vbk,a/b,A:176-307
d1dlja3,1dlj,a/b,A:295-402
d1mv8a3,1mv8,a/b,A:301-436
d1uoua2,1uou,a/b,A:101-373
